mouse_id,genotype,condition,panel,n_regions,n_sections,morph_scope,morph_compartment_area_mm2,morph_measured_area_mm2,morph_tissue_area_mm2,morph_tissue_fraction,morph_airspace_fraction,morph_finepass_coverage_of_compartment,morph_mli_dir000_um,morph_mli_dir045_um,morph_mli_dir090_um,morph_mli_dir135_um,morph_mli_direct_um,morph_mli_anisotropy_ratio,morph_mli_n_orientations,morph_mli_indirect_um,morph_chord_n_total,morph_chord_truncated_fraction,morph_chord_truncated_length_fraction,morph_wall_thickness_edmmean_um,morph_wall_thickness_2a_over_b_um,morph_wall_thickness_edmmedian_um,morph_wall_dist_p90_um,morph_wall_estimator_ratio,morph_airspace_width_edmmean_um,morph_airspace_width_edmmedian_um,morph_airspace_dist_p90_um,morph_boundary_length_density_per_um,morph_surface_density_per_um,morph_surface_density_mm2_per_mm3,morph_perimeter_total_mm,morph_airspace_component_count,morph_mean_airspace_component_area_um2,morph_mean_airspace_component_eqdiam_um,morph_confluent_airspace_fraction,morph_airspace_component_density_per_mm2,morph_connectivity_interpretable,morph_lowairspace_fraction_of_compartment,morph_n_slide_rows
m2,IFNg_KO_hom,PR8,LEFT@damaged_core,1,1,damaged_core,0.029692949285512447,0.029692949285512447,0.0023538022907191756,0.0792714212416624,0.9207285787583376,1.0,29.916934704679655,29.527775652506506,25.42156971264037,28.134321537129917,28.250150401739113,1.176832707140191,4,50.372012805944195,1880.0,0.09702209414024976,0.21113218784652446,3.861791814570127,2.550759685108241,3.336216216216216,2.0951219512195127,1.5139771249780642,47.72352576616278,19.983644859813083,,0.062155146723121064,0.0791383907166939,79.1383907166939,1.845569619483219,1.0,7.617483141486005,3.114302613281731,0.0,33.67802875977403,true,0.0,1.0
m2,IFNg_KO_hom,PR8,LEFT@damaged_edge,1,1,damaged_edge,3.2539069511665866,3.2539069511665866,0.38789176341839426,0.11920800724781876,0.8807919927521812,1.0,18.77905994875153,20.108526241334516,17.84245734765088,19.90867579370489,19.159679832860455,1.127004304930116,4,35.83422528072112,165690.0,0.7288295925815607,0.6932970591390675,3.8373225755371383,2.7047370133696513,3.330839594903626,2.077688211802988,1.4187414734109303,15.617699068663065,9.538598122675188,8.09159251067332,0.08814757712751188,0.11223298097134088,112.23298097134088,286.82401394370373,4430.0,191.8384890925251,15.628702777737125,0.534907901223502,1361.4402828611194,true,0.0,1.0
m2,IFNg_KO_hom,PR8,LEFT@intact_core,1,1,intact_core,7.108414360623637,7.108414360623637,1.3963951133399364,0.19644255983094203,0.803557440169058,1.0,19.64005086137963,20.531932831209364,19.46021134627229,20.208322299867785,19.960129334682268,1.0550724483854268,4,27.216513958054758,895028.0,0.020587804018637794,0.06609877224940099,4.864422468374523,3.391410449172426,3.5996692707594775,2.3631497692583725,1.4343361092024538,15.90116077190951,12.304536867298888,7.817603510229139,0.11584711598613967,0.14750112921707406,147.50112921707407,823.4893029127073,3378.0,29.748323742594252,6.154408353258251,0.0,475.21146469908945,true,0.0,1.0
m2,IFNg_KO_hom,PR8,LEFT@intact_edge,1,1,intact_edge,59.80438785985185,59.80438785985185,12.101792630856407,0.2023562662193995,0.7976437337806005,1.0,16.499109973603357,17.334565595127764,16.29337726535853,17.276824929956163,16.850969441011454,1.0639025484288585,4,27.572257628422307,5543100.0,0.46950406846575843,0.4395096933968177,4.892096245844868,3.538946337690985,3.635504871322701,2.375594669969859,1.3823595440660896,12.376653110096203,9.257295755356884,6.41077937703311,0.11435961267015342,0.1456071811722357,145.6071811722357,6839.2066316282835,47582.0,1001.2538180951857,35.70484498658211,0.9175172346749061,795.6272391167298,false,0.0,1.0
m4-1,IFNg_KO_het,PR8,LEFT@damaged_core,1,1,damaged_core,0.3011724309649323,0.3011724309649323,0.04888329368970108,0.16230998811240102,0.837690011887599,1.0,20.48342129787862,21.283790522835968,19.987215615415046,21.351235042764177,20.77641561972345,1.0682445946246328,4,26.716231661537012,38860.0,0.014930669978960176,0.041561679572268986,3.9118524690972403,2.743059861849547,3.372600395700765,2.1202595155709347,1.4260908132203933,13.739410503669774,9.966641904559765,7.099980007996803,0.11834228656093652,0.15067807906376499,150.67807906376498,35.64143412950589,126.0,18.25777705340297,4.821464895999027,0.0,418.3649864508053,true,0.0,1.0
m4-1,IFNg_KO_het,PR8,LEFT@damaged_edge,1,1,damaged_edge,3.6214581302264293,3.6214581302264293,0.6791805100072487,0.18754338324071232,0.8124566167592877,1.0,15.97816830465822,17.050523282501345,15.728426495417217,16.85539694253701,16.40312875627845,1.0840577909983142,4,27.313998234563545,337365.0,0.5331615602933057,0.47234757361128105,5.116525452680654,3.244333127130231,3.53870679650187,2.353728435743361,1.5770653789817408,11.65168001964902,8.931954096860634,6.218347548725901,0.11561290156822056,0.14720291815823233,147.20291815823234,418.68728234330024,5523.0,92.56007489138621,10.855926842760185,0.030993890627328265,1525.0763094297263,true,0.0,1.0
m4-1,IFNg_KO_het,PR8,LEFT@intact_core,1,1,intact_core,4.904470815746917,4.904470815746917,1.1667051441747092,0.2378860407179379,0.762113959282062,1.0,17.20167219834561,17.874014637446535,17.149785584106567,17.955460891835315,17.545233327933506,1.0469787394004157,4,25.116288943590686,672831.0,0.013804344161735671,0.05098550710111131,5.830791851552382,3.790295734361067,3.756811938312601,2.4929708569727693,1.538347469484537,15.188311067605714,9.77123616983599,7.405036203206988,0.12552373608284606,0.15982178458357965,159.82178458357964,615.6275003018368,3808.0,108.19706621761954,11.737153970729112,0.5303394468273923,776.4344295359148,true,0.0,1.0
m4-1,IFNg_KO_het,PR8,LEFT@intact_edge,1,1,intact_edge,49.6466416753094,49.6466416753094,10.993100333916475,0.2214268672151421,0.7785731327848578,1.0,15.525094528999569,16.255527337363432,15.27500587410192,16.230820887447724,15.821612156978162,1.0641912331388326,4,26.96280922040996,4538747.0,0.5030072529507783,0.4683583309563441,5.326658652209934,3.7880696552414355,3.7197347124030173,2.4319116733860757,1.4061670288558714,11.800999599041955,9.065032379213267,6.289645761902171,0.11690749503972851,0.14885124576051223,148.85124576051223,5804.064515395412,49632.0,766.3629753674728,31.237215718734692,0.8713257272242803,999.7050822610489,true,0.0,1.0
m4-2,IFNg_KO_het,naive,LEFT@damaged_core,1,1,damaged_core,0.0030622282228773743,0.0030622282228773743,8.950542691246056e-05,0.029228855721393034,0.9707711442786069,1.0,65.73767758484705,5.204265990806134,8.624933843431744,92.95397311356517,43.13021263316252,17.86111111111112,4,170.0696943394996,45.0,0.3283582089552239,0.2945501031176971,4.2616239219061045,3.222779241870158,3.46875,2.2687500000000003,1.322344350037799,78.90249575413202,,,0.018138912738206493,0.02309518099678488,23.09518099678488,0.05554549051924583,0.0,,,,0.0,false,0.0,1.0
m4-2,IFNg_KO_het,naive,LEFT@damaged_edge,1,1,damaged_edge,0.5086345843233036,0.5086345843233036,0.099672862535559,0.19596163062361469,0.8040383693763854,1.0,12.137495689363025,11.8312071722296,10.505238145872307,12.7895680825003,11.815877272491308,1.2174467541723981,4,27.558223728422302,23671.0,0.8391161617877946,0.809556673617423,4.513466276592198,3.4097502780676097,3.5369413284782993,2.306356392611373,1.3236940856413955,9.310705548280284,5.871193835870776,4.8722538574577525,0.1149419251515809,0.14634860445098202,146.348604450982,58.46343832079462,1994.0,102.09872338984702,11.401584630520889,0.0,3920.2996836183543,true,0.0,1.0
